Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
31.69,89.04,54,2,3.32,2,7.78,1
31.69,89.04,54,2,3.4,2,7.83,1
31.69,89.04,54,2,3.46,2,7.9,1
31.69,89.04,55,2,3.4,2,7.73,1
31.62,88.92,53,2,3.33,2,7.89,1
31.62,88.92,54,2,3.44,2,7.91,1
31.62,88.92,54,2,3.23,2,7.84,1
31.56,88.81,54,2,3.33,2,7.85,1
31.62,88.92,54,2,3.22,2,7.86,1
31.56,88.81,54,2,2.7,2,7.83,1
31.62,88.92,53,2,2.18,2,7.99,1
31.56,88.81,54,2,3.16,2,7.94,1
31.56,88.81,54,2,3.15,2,7.75,1
31.56,88.81,53,2,3.48,2,7.93,1
31.56,88.81,54,2,3.39,2,7.87,1
31.56,88.81,54,2,3.1,2,7.78,1
31.56,88.81,55,2,3.28,2,7.88,1
31.5,88.7,55,2,3.35,2,7.92,1
31.5,88.7,55,2,3.35,2,7.97,1
31.5,88.7,53,2,3.38,2,7.97,1
31.5,88.7,54,2,3.23,2,7.85,1
31.5,88.7,54,2,3.28,2,7.65,1
31.5,88.7,54,2,3.42,2,7.69,1
31.5,88.7,54,2,3.24,2,7.51,1
31.5,88.7,54,2,3.09,2,7.75,1
31.5,88.7,55,2,3.04,2,7.73,1
31.5,88.7,55,2,3.18,2,7.79,1
31.44,88.59,54,2,3.32,2,7.72,1
31.44,88.59,54,2,3.4,2,7.95,1
31.5,88.7,54,2,3.33,2,7.89,1
31.5,88.7,55,2,3.35,2,7.9,1
31.5,88.7,54,2,3.16,2,7.99,1
31.44,88.59,54,2,3.09,2,7.62,1
31.44,88.59,54,2,3.37,2,7.89,1
31.5,88.7,54,2,3.11,2,7.79,1
31.5,88.7,54,2,3.39,2,7.73,1
31.44,88.59,55,2,3.38,2,7.87,1
31.44,88.59,54,2,3.09,2,7.98,1
31.44,88.59,55,2,3.35,2,7.92,1
31.44,88.59,55,2,3.17,2,7.91,1
31.44,88.59,55,2,3.32,2,7.91,1
31.37,88.47,54,2,3.08,2,7.71,1
31.44,88.59,55,2,3.09,2,7.86,1
31.44,88.59,54,2,3.28,2,7.84,1
39.69,103.44,16,1,3.52,1,7.9,1
38.44,101.19,9,1,3.54,1,7.89,1
38.38,101.07,16,1,3.58,1,7.88,1
38.19,100.74,15,1,3.52,1,7.89,1
38.13,100.62,13,1,3.52,1,7.94,1
38.0,100.4,9,1,3.58,1,7.68,1
38.0,100.4,13,1,3.55,1,7.71,1
37.94,100.29,14,1,3.59,1,7.94,1
37.81,100.06,15,1,3.53,1,7.69,1
37.69,99.84,16,1,3.6,1,7.68,1
37.69,99.84,16,1,3.61,1,7.89,1
37.63,99.72,16,1,3.5,1,7.95,1
37.44,99.39,10,1,3.64,1,7.69,1
37.38,99.28,16,1,3.68,1,7.97,1
37.31,99.16,17,1,3.7,1,7.7,1
37.31,99.16,16,1,3.71,1,7.71,1
37.31,99.16,17,1,3.75,1,7.86,1
37.25,99.05,17,1,3.59,1,7.6,1
37.25,99.05,17,1,3.62,1,7.96,1
37.25,99.05,17,1,3.57,1,7.69,1
37.19,98.94,16,1,3.67,1,7.8,1
37.19,98.94,15,1,3.87,1,7.82,1
37.13,98.82,16,1,3.69,1,7.73,1
37.06,98.71,16,1,3.67,1,7.85,1
37.06,98.71,17,1,3.54,1,7.78,1
37.0,98.6,16,1,3.74,1,7.85,1
36.94,98.49,15,1,3.51,1,7.76,1
36.94,98.49,16,1,3.8,1,7.9,1
36.94,98.49,17,1,3.56,1,7.79,1
36.94,98.49,16,1,3.91,1,7.86,1
36.88,98.37,17,1,3.8,1,7.9,1
36.88,98.37,17,1,3.7,1,7.84,1
36.88,98.37,16,1,3.78,1,7.89,1
36.88,98.37,17,1,3.55,1,7.99,1
36.88,98.37,17,1,3.87,1,7.92,1
36.81,98.26,15,1,3.89,1,8.0,1
36.81,98.26,17,1,3.85,1,7.91,1
36.75,98.15,17,1,3.63,1,7.9,1
36.75,98.15,17,1,3.54,1,7.81,1
36.69,98.04,15,1,3.71,1,7.87,1
36.69,98.04,14,1,3.62,1,7.84,1
36.69,98.04,16,1,3.53,1,7.94,1
36.69,98.04,17,1,3.55,1,7.79,1
36.63,97.92,17,1,3.56,1,8.01,1
36.69,98.04,10,1,3.63,1,7.79,1
36.63,97.92,17,1,3.79,1,7.94,1
36.63,97.92,17,1,3.68,1,7.96,1
36.56,97.81,17,1,3.54,1,7.77,1
36.56,97.81,16,1,3.69,1,7.86,1
36.56,97.81,17,1,3.64,1,7.73,1
36.56,97.81,16,1,3.66,1,7.78,1
36.5,97.7,16,1,3.79,1,7.79,1
36.5,97.7,16,1,3.71,1,7.91,1
36.5,97.7,17,1,3.62,1,7.86,1
36.44,97.59,17,1,3.6,1,8.03,1
36.5,97.7,16,1,3.94,1,7.89,1
36.38,97.47,17,1,3.83,1,7.72,1
36.38,97.47,15,1,3.72,1,7.73,1
36.38,97.47,17,1,3.75,1,8.01,1
36.31,97.36,17,1,3.8,1,7.83,1
36.31,97.36,17,1,3.62,1,7.93,1
36.31,97.36,17,1,3.66,1,7.8,1
36.31,97.36,17,1,3.64,1,7.97,1
36.25,97.25,16,1,3.73,1,7.84,1
36.19,97.14,16,1,3.88,1,8.02,1
36.19,97.14,17,1,3.77,1,7.72,1
36.19,97.14,17,1,3.71,1,7.9,1
36.19,97.14,16,1,3.66,1,7.95,1
36.13,97.03,16,1,3.6,1,8.0,1
36.06,96.91,17,1,3.87,1,7.81,1
36.06,96.91,16,1,3.67,1,7.91,1
36.06,96.91,17,1,3.79,1,7.87,1
35.94,96.69,17,1,3.81,1,7.93,1
35.94,96.69,16,1,3.63,1,7.87,1
35.88,96.57,17,1,3.56,1,7.82,1
35.94,96.69,9,1,3.64,1,7.94,1
35.88,96.57,16,1,3.54,1,7.89,1
35.88,96.57,17,1,3.58,1,7.93,1
35.88,96.57,16,1,3.56,1,7.85,1
35.81,96.46,15,1,3.67,1,7.94,1
35.75,96.35,17,1,3.77,1,7.95,1
35.75,96.35,17,1,3.88,1,8.04,1
35.75,96.35,15,1,3.79,1,7.9,1
35.69,96.24,15,1,3.75,1,7.84,1
35.69,96.24,17,1,3.6,1,7.98,1
35.69,96.24,16,1,3.79,1,7.9,1
35.69,96.24,17,1,3.69,1,7.97,1
35.69,96.24,16,1,3.62,1,7.76,1
35.69,96.24,17,1,3.81,1,7.88,1
35.63,96.12,16,1,3.74,1,7.94,1
35.63,96.12,17,1,3.92,1,7.81,1
35.56,96.01,9,1,3.8,1,7.94,1
35.56,96.01,17,1,3.98,1,7.78,1
35.56,96.01,16,1,3.97,1,7.92,1
35.56,96.01,17,1,3.75,1,7.69,1
35.5,95.9,15,1,3.79,1,7.7,1
35.56,96.01,16,1,3.72,1,7.9,1
35.44,95.79,16,1,3.84,1,7.82,1
35.5,95.9,16,1,3.97,1,7.98,1
35.5,95.9,16,1,3.99,1,7.86,1
35.44,95.79,17,1,3.68,1,7.89,1
35.5,95.9,17,1,3.91,1,7.9,1
35.44,95.79,16,1,3.68,1,7.91,1
35.38,95.67,16,1,3.84,1,7.93,1
35.38,95.67,15,1,3.94,1,7.84,1
35.31,95.56,15,1,3.95,1,7.81,1
35.31,95.56,17,1,3.63,1,7.86,1
35.31,95.56,15,1,3.69,1,7.93,1
35.25,95.45,17,1,3.88,1,7.9,1
35.25,95.45,16,1,3.91,1,7.96,1
35.25,95.45,17,1,3.64,1,7.79,1
35.25,95.45,17,1,3.74,1,8.1,1
38.31,100.96,55,2,3.52,1,7.83,1
38.31,100.96,55,2,3.53,1,7.9,1
38.25,100.85,55,2,3.55,1,7.94,1
38.25,100.85,55,2,3.51,1,7.87,1
38.19,100.74,56,2,3.54,1,7.84,1
38.19,100.74,50,2,3.55,1,7.73,1
38.13,100.62,55,2,3.57,1,7.97,1
38.13,100.62,55,2,3.52,1,7.9,1
38.13,100.62,56,2,3.52,1,8.01,1
38.06,100.51,56,2,3.61,1,7.75,1
38.06,100.51,56,2,3.6,1,7.86,1
38.0,100.4,56,2,3.57,1,7.94,1
38.0,100.4,54,2,3.52,1,7.9,1
37.94,100.29,54,2,3.59,1,7.79,1
37.94,100.29,54,2,3.63,1,7.88,1
37.88,100.17,54,2,3.59,1,7.95,1
37.88,100.17,54,2,3.59,1,7.94,1
37.81,100.06,54,2,3.56,1,7.81,1
37.81,100.06,54,2,3.54,1,7.93,1
37.75,99.95,54,2,3.6,1,7.89,1
37.81,100.06,54,2,3.6,1,7.92,1
37.69,99.84,54,2,3.58,1,7.94,1
37.69,99.84,54,2,3.57,1,7.99,1
37.63,99.72,55,2,3.53,1,7.98,1
37.63,99.72,54,2,3.59,1,7.94,1
37.63,99.72,53,2,3.55,1,7.61,1
37.63,99.72,54,2,3.55,1,7.91,1
37.5,99.5,55,2,3.62,1,7.67,1
37.56,99.61,54,2,3.5,1,7.83,1
37.5,99.5,49,2,3.57,1,7.8,1
37.44,99.39,55,2,3.64,1,8.04,1
37.38,99.28,55,2,3.54,1,7.91,1
37.38,99.28,54,2,3.77,1,7.94,1
37.38,99.28,54,2,3.86,1,7.68,1
37.38,99.28,56,2,3.81,1,7.86,1
37.38,99.28,55,2,3.78,1,7.92,1
37.38,99.28,54,2,3.8,1,7.84,1
37.31,99.16,55,2,3.74,1,7.92,1
37.25,99.05,53,2,3.58,1,7.91,1
37.25,99.05,55,2,3.51,1,7.83,1
37.25,99.05,50,2,3.51,1,7.67,1
37.19,98.94,53,2,3.73,1,7.5,1
37.25,99.05,55,2,3.55,1,7.91,1
37.19,98.94,53,2,3.57,1,7.84,1
37.19,98.94,54,2,3.54,1,7.78,1
37.19,98.94,54,2,3.82,1,7.68,1
37.13,98.82,55,2,3.66,1,7.49,1
37.19,98.94,54,2,3.8,1,7.77,1
37.13,98.82,54,2,3.64,1,7.68,1
37.13,98.82,54,2,3.59,1,7.68,1
37.13,98.82,53,2,3.7,1,7.73,1
37.13,98.82,53,2,3.72,1,8.01,1
37.06,98.71,55,2,3.52,1,7.86,1
37.06,98.71,55,2,3.59,1,7.89,1
37.06,98.71,54,2,3.53,1,7.89,1
37.0,98.6,54,2,3.73,1,8.01,1
37.0,98.6,54,2,3.7,1,7.91,1
37.0,98.6,54,2,3.59,1,7.89,1
37.0,98.6,53,2,3.65,1,7.9,1
37.0,98.6,54,2,3.61,1,7.9,1
37.0,98.6,55,2,3.91,1,7.94,1
36.94,98.49,54,2,3.74,1,7.9,1
36.94,98.49,53,2,3.77,1,7.79,1
36.88,98.37,54,2,3.82,1,7.65,1
36.88,98.37,55,2,3.79,1,8.07,1
36.88,98.37,55,2,3.86,1,7.77,1
36.88,98.37,54,2,3.66,1,7.57,1
36.88,98.37,55,2,3.82,1,7.89,1
36.88,98.37,54,2,3.64,1,8.01,1
36.88,98.37,54,2,3.61,1,7.76,1
36.81,98.26,54,2,3.6,1,7.87,1
36.81,98.26,54,2,3.86,1,7.92,1
36.75,98.15,55,2,3.75,1,7.77,1
36.75,98.15,55,2,3.85,1,7.88,1
36.69,98.04,54,2,3.63,1,7.88,1
36.69,98.04,55,2,3.79,1,7.91,1
36.75,98.15,54,2,3.87,1,7.96,1
36.69,98.04,54,2,3.63,1,7.86,1
36.69,98.04,54,2,3.75,1,7.79,1
36.63,97.92,54,2,3.54,1,7.96,1
36.63,97.92,54,2,3.63,1,7.78,1
36.56,97.81,54,2,3.59,1,8.13,1
36.56,97.81,54,2,3.71,1,7.79,1
36.5,97.7,54,2,3.8,1,7.72,1
36.5,97.7,54,2,3.75,1,7.77,1
36.5,97.7,55,2,3.73,1,7.82,1
36.5,97.7,54,2,3.78,1,7.8,1
36.5,97.7,54,2,3.78,1,7.86,1
36.5,97.7,54,2,3.73,1,7.58,1
36.44,97.59,53,2,3.7,1,7.87,1
36.44,97.59,54,2,3.68,1,7.92,1
36.44,97.59,54,2,3.61,1,7.93,1
36.44,97.59,54,2,3.71,1,7.86,1
36.38,97.47,55,2,3.84,1,7.84,1
36.44,97.59,54,2,3.88,1,7.81,1
36.38,97.47,55,2,3.78,1,7.91,1
36.38,97.47,54,2,3.88,1,7.86,1
36.38,97.47,54,2,3.63,1,7.84,1
36.38,97.47,55,2,3.78,1,7.95,1
36.38,97.47,55,2,3.78,1,7.92,1
36.31,97.36,54,2,3.69,1,7.91,1
36.31,97.36,53,2,3.85,1,7.89,1
36.31,97.36,54,2,3.83,1,7.87,1
36.31,97.36,54,2,3.95,1,7.9,1
36.31,97.36,55,2,3.9,1,7.8,1
36.31,97.36,53,2,3.64,1,7.77,1
36.25,97.25,54,2,3.65,1,7.88,1
36.25,97.25,55,2,3.82,1,7.6,1
36.19,97.14,54,2,3.85,1,7.93,1
36.19,97.14,54,2,3.63,1,8.0,1
36.19,97.14,54,2,3.73,1,7.82,1
36.19,97.14,53,2,3.88,1,7.98,1
36.19,97.14,54,2,3.68,1,7.73,1
36.19,97.14,54,2,3.67,1,7.9,1
36.13,97.03,54,2,3.87,1,7.73,1
36.13,97.03,54,2,3.65,1,7.83,1
36.13,97.03,55,2,3.87,1,7.89,1
36.13,97.03,54,2,3.8,1,7.68,1
36.13,97.03,54,2,3.71,1,7.88,1
36.13,97.03,54,2,3.71,1,7.9,1
36.06,96.91,54,2,3.67,1,7.77,1
36.06,96.91,55,2,3.91,1,7.9,1
36.06,96.91,54,2,3.81,1,7.86,1
36.0,96.8,55,2,3.86,1,7.82,1
36.0,96.8,54,2,3.94,1,7.91,1
36.06,96.91,54,2,4.0,1,7.85,1
35.94,96.69,54,2,3.71,1,7.68,1
36.0,96.8,53,2,3.84,1,7.79,1
36.0,96.8,53,2,3.6,1,7.88,1
36.0,96.8,54,2,3.84,1,7.92,1
35.94,96.69,55,2,3.81,1,7.77,1
35.94,96.69,54,2,3.64,1,7.85,1
35.88,96.57,54,2,3.7,1,7.74,1
35.88,96.57,54,2,3.71,1,7.81,1
35.88,96.57,55,2,3.83,1,7.82,1
35.88,96.57,55,2,3.63,1,7.73,1
35.88,96.57,54,2,3.81,1,7.84,1
35.88,96.57,56,2,3.6,1,7.68,1
35.81,96.46,55,2,3.75,1,7.95,1
35.81,96.46,55,2,3.85,1,7.73,1
35.81,96.46,54,2,3.66,1,7.91,1
35.81,96.46,53,2,3.93,1,7.88,1
35.81,96.46,55,2,3.9,1,7.91,1
35.81,96.46,55,2,3.59,1,7.44,1
35.75,96.35,54,2,3.93,1,7.94,1
35.75,96.35,53,2,3.94,1,7.76,1
35.75,96.35,54,2,3.87,1,7.83,1
35.75,96.35,54,2,3.78,1,7.64,1
35.75,96.35,53,2,3.65,1,7.81,1
35.75,96.35,54,2,3.95,1,7.94,1
35.75,96.35,53,2,3.7,1,7.94,1
35.69,96.24,54,2,3.86,1,7.97,1
35.69,96.24,54,2,3.7,1,7.91,1
35.63,96.12,54,2,3.87,1,7.89,1
35.63,96.12,54,2,3.86,1,7.79,1
35.56,96.01,54,2,3.79,1,7.58,1
35.56,96.01,53,2,3.86,1,7.82,1
35.63,96.12,54,2,3.65,1,7.83,1
35.56,96.01,55,2,3.75,1,7.88,1
35.56,96.01,54,2,3.95,1,7.98,1
35.5,95.9,54,2,3.97,1,7.9,1
35.5,95.9,55,2,3.82,1,7.85,1
35.5,95.9,54,2,3.99,1,7.86,1
35.5,95.9,53,2,3.88,1,7.87,1
35.44,95.79,54,2,3.96,1,7.91,1
35.44,95.79,54,2,3.8,1,7.94,1
35.38,95.67,55,2,3.71,1,8.0,1
35.38,95.67,55,2,3.95,1,7.74,1
35.38,95.67,54,2,3.88,1,7.49,1
35.38,95.67,55,2,3.91,1,7.71,1
35.38,95.67,54,2,3.78,1,7.73,1
35.38,95.67,55,2,3.63,1,7.78,1
35.31,95.56,53,2,3.93,1,7.77,1
35.31,95.56,54,2,3.69,1,7.91,1
35.31,95.56,54,2,3.95,1,7.95,1
35.31,95.56,54,2,3.82,1,7.88,1
35.25,95.45,54,2,3.8,1,7.68,1
35.31,95.56,54,2,3.75,1,7.88,1
35.25,95.45,54,2,3.71,1,8.07,1
35.31,95.56,55,2,3.63,1,7.73,1
35.25,95.45,54,2,3.85,1,7.68,1
35.25,95.45,53,2,3.71,1,7.89,1
35.19,95.34,54,2,3.81,1,7.82,1
35.31,95.56,55,2,3.67,1,7.86,1
35.19,95.34,53,2,3.86,1,7.91,1
31.62,88.92,54,2,3.51,1,7.8,1
31.62,88.92,55,2,3.84,1,7.92,1
35.56,96.01,16,1,4.03,0,7.87,1
35.38,95.67,54,2,4.02,0,7.76,1
28.44,83.19,96,0,5.42,0,7.29,2
28.44,83.19,96,0,5.51,0,7.25,2
28.44,83.19,96,0,5.47,0,7.2,2
28.44,83.19,96,0,5.33,0,7.31,2
28.44,83.19,96,0,5.58,0,7.19,2
28.5,83.3,96,0,5.52,0,7.34,2
28.5,83.3,96,0,5.56,0,7.26,2
28.5,83.3,96,0,5.32,0,7.3,2
28.5,83.3,96,0,5.35,0,7.2,2
28.5,83.3,96,0,5.35,0,7.23,2
28.5,83.3,96,0,5.56,0,7.34,2
28.5,83.3,96,0,5.62,0,7.33,2
28.44,83.19,96,0,5.59,0,7.31,2
28.5,83.3,96,0,5.51,0,7.25,2
28.44,83.19,96,0,5.58,0,7.17,2
28.5,83.3,96,0,5.55,0,7.0,2
28.5,83.3,96,0,5.41,0,7.24,2
28.44,83.19,96,0,5.55,0,7.28,2
28.5,83.3,96,0,5.46,0,7.41,2
28.5,83.3,96,0,5.43,0,7.33,2
28.5,83.3,96,0,5.48,0,7.26,2
28.5,83.3,96,0,5.58,0,7.18,2
28.5,83.3,96,0,5.54,0,7.17,2
28.5,83.3,96,0,5.6,0,6.97,2
28.5,83.3,96,0,5.33,0,7.33,2
28.5,83.3,96,0,5.3,0,7.34,2
28.5,83.3,96,0,5.46,0,7.29,2
28.5,83.3,96,0,5.34,0,7.29,2
28.44,83.19,96,0,5.5,0,7.16,2
28.44,83.19,96,0,5.38,0,7.27,2
28.5,83.3,96,0,5.5,0,7.23,2
28.5,83.3,96,0,5.43,0,7.23,2
28.44,83.19,96,0,5.35,0,7.23,2
28.44,83.19,96,0,5.4,0,7.23,2
28.44,83.19,96,0,5.34,0,7.27,2
28.44,83.19,96,0,5.47,0,7.29,2
28.44,83.19,96,0,5.29,0,7.35,2
28.44,83.19,96,0,5.47,0,7.2,2
28.44,83.19,96,0,5.51,0,6.95,2
28.5,83.3,96,0,5.3,0,7.31,2
28.44,83.19,96,0,5.36,0,7.29,2
28.44,83.19,96,0,5.54,0,7.27,2
28.44,83.19,96,0,5.4,0,7.25,2
28.44,83.19,96,0,5.39,0,7.18,2
28.44,83.19,96,0,5.53,0,7.13,2
28.44,83.19,96,0,5.29,0,7.35,2
28.44,83.19,96,0,5.35,0,7.39,2
28.44,83.19,96,0,5.61,0,7.23,2
28.44,83.19,96,0,5.48,0,7.29,2
28.44,83.19,96,0,5.38,0,7.25,2
28.44,83.19,96,0,5.66,0,7.25,2
28.44,83.19,96,0,5.35,0,7.23,2
28.44,83.19,96,0,5.6,0,7.25,2
28.44,83.19,96,0,5.52,0,7.29,2
28.44,83.19,96,0,5.35,0,7.28,2
28.5,83.3,96,0,5.42,0,7.23,2
28.44,83.19,96,0,5.36,0,7.19,2
28.44,83.19,96,0,5.49,0,7.29,2
28.44,83.19,96,0,5.44,0,7.29,2
28.44,83.19,96,0,5.56,0,7.31,2
28.44,83.19,96,0,5.36,0,7.25,2
28.44,83.19,96,0,5.35,0,7.23,2
28.5,83.3,96,0,5.33,0,7.12,2
28.44,83.19,96,0,5.56,0,7.32,2
28.44,83.19,96,0,5.61,0,7.16,2
28.44,83.19,96,0,5.5,0,7.25,2
28.37,83.07,96,0,5.39,0,6.96,2
28.37,83.07,96,0,5.59,0,7.24,2
28.44,83.19,96,0,5.56,0,7.29,2
28.44,83.19,96,0,5.59,0,6.89,2
28.37,83.07,96,0,5.55,0,7.2,2
28.44,83.19,96,0,5.47,0,7.2,2
28.44,83.19,96,0,5.42,0,7.3,2
28.44,83.19,96,0,5.59,0,7.14,2
28.44,83.19,96,0,5.44,0,7.22,2
28.44,83.19,96,0,5.53,0,7.34,2
28.44,83.19,96,0,5.42,0,7.31,2
28.44,83.19,96,0,5.53,0,7.23,2
28.44,83.19,96,0,5.4,0,7.27,2
28.44,83.19,96,0,5.43,0,7.07,2
28.44,83.19,96,0,5.59,0,7.31,2
28.44,83.19,96,0,5.48,0,7.29,2
28.37,83.07,96,0,5.36,0,7.23,2
28.37,83.07,96,0,5.59,0,7.24,2
28.37,83.07,96,0,5.52,0,7.25,2
28.44,83.19,96,0,5.33,0,7.25,2
28.44,83.19,96,0,5.66,0,7.32,2
28.44,83.19,96,0,5.38,0,7.11,2
28.37,83.07,96,0,5.47,0,7.37,2
28.37,83.07,96,0,5.56,0,7.25,2
28.44,83.19,96,0,5.52,0,7.31,2
28.37,83.07,96,0,5.51,0,7.26,2
28.44,83.19,96,0,5.6,0,7.34,2
28.44,83.19,96,0,5.47,0,7.19,2
28.37,83.07,96,0,5.42,0,7.22,2
28.44,83.19,96,0,5.35,0,7.2,2
28.44,83.19,96,0,5.43,0,7.23,2
28.37,83.07,96,0,5.47,0,7.29,2
28.44,83.19,96,0,5.48,0,6.99,2
28.37,83.07,96,0,5.57,0,7.09,2
28.37,83.07,96,0,5.57,0,7.14,2
28.37,83.07,96,0,5.51,0,7.23,2
28.37,83.07,96,0,5.34,0,7.24,2
28.37,83.07,96,0,5.58,0,7.22,2
28.37,83.07,96,0,5.49,0,7.34,2
28.44,83.19,96,0,5.41,0,7.24,2
28.37,83.07,96,0,5.31,0,7.27,2
28.37,83.07,96,0,5.39,0,7.28,2
28.37,83.07,96,0,5.4,0,7.21,2
28.37,83.07,96,0,5.64,0,7.27,2
28.37,83.07,96,0,5.36,0,7.24,2
28.44,83.19,96,0,5.48,0,7.27,2
28.37,83.07,96,0,5.51,0,7.31,2
28.37,83.07,96,0,5.6,0,7.24,2
28.37,83.07,96,0,5.6,0,7.1,2
28.44,83.19,96,0,5.51,0,7.32,2
28.37,83.07,96,0,5.6,0,7.18,2
28.37,83.07,96,0,5.5,0,7.05,2
28.37,83.07,96,0,5.35,0,7.2,2
28.37,83.07,96,0,5.54,0,7.28,2
28.44,83.19,96,0,5.42,0,7.28,2
28.37,83.07,96,0,5.64,0,7.16,2
28.37,83.07,96,0,5.63,0,7.33,2
28.37,83.07,96,0,5.46,0,7.0,2
28.44,83.19,96,0,5.47,0,7.25,2
28.37,83.07,96,0,5.48,0,7.25,2
28.37,83.07,96,0,5.33,0,7.21,2
28.37,83.07,96,0,5.42,0,7.24,2
28.37,83.07,96,0,5.58,0,7.39,2
28.37,83.07,96,0,5.35,0,7.18,2
28.37,83.07,96,0,5.54,0,7.31,2
28.37,83.07,96,0,5.48,0,7.28,2
28.37,83.07,96,0,5.49,0,7.16,2
28.37,83.07,96,0,5.47,0,7.26,2
28.37,83.07,96,0,5.34,0,7.05,2
28.37,83.07,96,0,5.63,0,7.3,2
28.37,83.07,96,0,5.47,0,7.29,2
28.37,83.07,96,0,5.54,0,7.28,2
28.44,83.19,96,0,5.44,0,7.26,2
28.37,83.07,96,0,5.32,0,7.19,2
28.37,83.07,96,0,5.51,0,7.31,2
28.37,83.07,96,0,5.42,0,7.25,2
28.37,83.07,96,0,5.34,0,7.28,2
28.37,83.07,96,0,5.43,0,7.16,2
28.37,83.07,96,0,5.59,0,7.32,2
28.37,83.07,96,0,5.58,0,7.22,2
28.37,83.07,96,0,5.38,0,7.26,2
28.37,83.07,96,0,5.43,0,7.22,2
28.37,83.07,96,0,5.61,0,7.25,2
28.37,83.07,96,0,5.53,0,7.32,2
28.37,83.07,96,0,5.56,0,7.26,2
28.31,82.96,96,0,5.34,0,7.24,2
28.37,83.07,96,0,5.43,0,7.11,2
28.31,82.96,96,0,5.37,0,7.02,2
28.31,82.96,96,0,5.47,0,7.28,2
28.31,82.96,96,0,5.59,0,7.25,2
28.31,82.96,96,0,5.59,0,7.37,2
28.37,83.07,96,0,5.41,0,7.2,2
28.31,82.96,96,0,5.51,0,7.27,2
28.31,82.96,96,0,5.36,0,7.29,2
28.31,82.96,96,0,5.38,0,7.21,2
28.31,82.96,96,0,5.37,0,7.13,2
28.31,82.96,96,0,5.67,0,7.32,2
28.37,83.07,96,0,5.32,0,7.32,2
28.37,83.07,96,0,5.54,0,7.23,2
28.37,83.07,96,0,5.52,0,7.23,2
28.31,82.96,96,0,5.62,0,7.32,2
28.31,82.96,96,0,5.42,0,7.26,2
28.37,83.07,96,0,5.54,0,6.86,2
28.31,82.96,96,0,5.38,0,7.32,2
28.31,82.96,96,0,5.41,0,7.29,2
28.31,82.96,96,0,5.6,0,7.32,2
28.37,83.07,96,0,5.59,0,6.95,2
28.31,82.96,96,0,5.59,0,7.19,2
28.31,82.96,96,0,5.63,0,7.24,2
28.37,83.07,96,0,5.56,0,7.36,2
28.31,82.96,96,0,5.52,0,7.28,2
28.31,82.96,96,0,5.43,0,7.18,2
28.31,82.96,96,0,5.4,0,7.25,2
28.31,82.96,96,0,5.62,0,7.26,2
28.31,82.96,96,0,5.62,0,7.32,2
28.37,83.07,96,0,5.54,0,7.17,2
28.31,82.96,96,0,5.58,0,7.18,2
28.31,82.96,96,0,5.36,0,7.32,2
-127.0,82.96,96,0,5.6,0,7.28,2
28.31,82.96,96,0,5.51,0,7.23,2
28.31,82.96,96,0,5.4,0,7.22,2
28.25,82.85,96,0,5.51,0,7.24,2
28.31,82.96,96,0,5.57,0,7.05,2
28.31,82.96,96,0,5.55,0,7.24,2
28.31,82.96,96,0,5.41,0,7.24,2
28.31,82.96,96,0,5.37,0,7.25,2
28.31,82.96,96,0,5.6,0,7.26,2
28.25,82.85,96,0,5.61,0,7.28,2
28.25,82.85,96,0,5.62,0,7.27,2
28.25,82.85,96,0,5.43,0,7.35,2
28.25,82.85,96,0,5.54,0,7.12,2
28.31,82.96,96,0,5.52,0,7.26,2
28.31,82.96,96,0,5.52,0,7.24,2
28.31,82.96,96,0,5.65,0,7.16,2
28.25,82.85,96,0,5.61,0,7.24,2
28.25,82.85,96,0,5.37,0,7.18,2
28.31,82.96,96,0,5.35,0,7.22,2
28.31,82.96,96,0,5.34,0,7.16,2
28.31,82.96,96,0,5.61,0,7.35,2
28.25,82.85,96,0,5.63,0,7.28,2
28.25,82.85,96,0,5.35,0,7.14,2
28.25,82.85,96,0,5.62,0,7.18,2
28.31,82.96,96,0,5.6,0,7.23,2
28.25,82.85,96,0,5.47,0,7.22,2
28.25,82.85,96,0,5.55,0,7.27,2
28.31,82.96,96,0,5.47,0,7.16,2
28.31,82.96,96,0,5.35,0,7.3,2
28.31,82.96,96,0,5.37,0,7.29,2
28.31,82.96,96,0,5.36,0,7.25,2
28.25,82.85,96,0,5.46,0,7.13,2
28.31,82.96,96,0,5.44,0,7.17,2
28.25,82.85,96,0,5.44,0,7.19,2
28.31,82.96,96,0,5.47,0,7.22,2
28.25,82.85,96,0,5.43,0,7.29,2
28.25,82.85,96,0,5.56,0,7.03,2
28.25,82.85,96,0,5.62,0,7.3,2
28.25,82.85,96,0,5.48,0,7.24,2
28.25,82.85,96,0,5.52,0,7.2,2
28.25,82.85,96,0,5.4,0,7.19,2
28.25,82.85,96,0,5.31,0,7.27,2
28.25,82.85,96,0,5.56,0,7.29,2
28.25,82.85,96,0,5.31,0,7.13,2
28.25,82.85,96,0,5.34,0,7.26,2
28.25,82.85,96,0,5.49,0,7.25,2
28.31,82.96,96,0,5.51,0,7.17,2
28.31,82.96,96,0,5.62,0,7.25,2
28.31,82.96,96,0,5.62,0,7.14,2
28.31,82.96,96,0,5.56,0,7.22,2
28.25,82.85,96,0,5.6,0,7.07,2
28.25,82.85,96,0,5.49,0,7.16,2
