TIME,Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
59:42.0,51.88,125.37,28,Low,3.44,Muddy,8.27,Impure
59:51.3,51.81,125.26,28,Low,3.46,Muddy,8.28,Impure
59:55.9,51.75,125.15,28,Low,3.25,Muddy,8.36,Impure
00:00.6,51.69,125.04,28,Low,3.44,Muddy,8.31,Impure
00:14.5,51.5,124.7,28,Low,3.28,Muddy,8.21,Impure
00:19.2,51.44,124.59,28,Low,3.47,Muddy,8.28,Impure
00:23.8,51.44,124.59,28,Low,3.46,Muddy,8.36,Impure
00:33.1,51.38,124.47,28,Low,3.44,Muddy,8.35,Impure
00:37.8,51.38,124.47,28,Low,3.2,Muddy,8.32,Impure
00:42.5,51.31,124.36,28,Low,3.4,Muddy,8.28,Impure
00:47.1,51.25,124.25,28,Low,3.25,Muddy,8.21,Impure
00:51.8,51.25,124.25,28,Low,3.25,Muddy,8.23,Impure
00:56.4,51.19,124.14,28,Low,3.21,Muddy,8.03,Impure
01:01.0,51.13,124.02,28,Low,3.31,Muddy,8.43,Impure
01:05.7,51.13,124.02,28,Low,3.35,Muddy,8.23,Impure
01:10.4,51.06,123.91,28,Low,3.37,Muddy,8.2,Impure
01:15.0,51.06,123.91,28,Low,3.45,Muddy,8.31,Impure
01:19.7,51.06,123.91,28,Low,3.45,Muddy,8.25,Impure
01:24.3,50.94,123.69,28,Low,3.23,Muddy,8.21,Impure
01:29.0,50.94,123.69,28,Low,3.35,Muddy,8.32,Impure
01:33.6,50.94,123.69,28,Low,3.28,Muddy,8.28,Impure
01:38.3,50.88,123.57,28,Low,3.43,Muddy,8.35,Impure
01:42.9,50.81,123.46,28,Low,3.23,Muddy,8.27,Impure
01:52.2,50.69,123.24,28,Low,3.45,Muddy,8.33,Impure
01:56.9,50.69,123.24,28,Low,3.38,Muddy,8.33,Impure
02:01.5,50.63,123.12,28,Low,3.41,Muddy,8.37,Impure
02:20.1,50.5,122.9,28,Low,3.43,Muddy,8.32,Impure
02:29.4,50.44,122.79,28,Low,3.4,Muddy,8.24,Impure
02:38.7,50.38,122.67,28,Low,3.28,Muddy,8.14,Impure
02:52.7,50.25,122.45,28,Low,3.49,Muddy,8.36,Impure
02:57.3,50.19,122.34,28,Low,3.32,Muddy,8.34,Impure
03:06.6,50.13,122.22,28,Low,3.36,Muddy,8.3,Impure
03:25.2,49.94,121.89,28,Low,3.34,Muddy,8.28,Impure
03:34.5,49.81,121.66,28,Low,3.4,Muddy,8.2,Impure
03:39.2,49.81,121.66,28,Low,3.47,Muddy,8.33,Impure
03:53.1,49.69,121.44,28,Low,3.43,Muddy,8.27,Impure
04:02.4,49.63,121.32,28,Low,3.36,Muddy,8.33,Impure
04:07.1,49.56,121.21,28,Low,3.47,Muddy,8.33,Impure
04:16.4,49.5,121.1,28,Low,3.42,Muddy,8.32,Impure
04:21.0,49.5,121.1,28,Low,3.43,Muddy,8.39,Impure
04:30.3,49.38,120.87,28,Low,3.36,Muddy,8.27,Impure
04:39.6,49.31,120.76,28,Low,3.37,Muddy,8.31,Impure
04:48.9,49.19,120.54,28,Low,3.43,Muddy,8.35,Impure
04:58.2,49.13,120.42,28,Low,3.5,Muddy,8.32,Impure
05:26.1,48.88,119.97,28,Low,3.46,Muddy,8.28,Impure
05:35.4,48.88,119.97,28,Low,3.36,Muddy,7.95,Impure
05:40.1,48.88,119.97,28,Low,3.48,Muddy,8.26,Impure
05:49.4,48.81,119.86,28,Low,3.31,Muddy,8.32,Impure
05:54.0,48.75,119.75,28,Low,3.43,Muddy,8.13,Impure
05:58.7,48.75,119.75,28,Low,3.4,Muddy,8.13,Impure
06:12.6,48.69,119.64,28,Low,3.46,Muddy,8.27,Impure
06:21.9,48.56,119.41,28,Low,3.43,Muddy,8.17,Impure
06:31.2,48.56,119.41,28,Low,3.4,Muddy,8.25,Impure
06:45.2,48.38,119.07,28,Low,3.33,Muddy,8.34,Impure
06:49.8,48.31,118.96,28,Low,3.49,Muddy,8.09,Impure
06:59.1,48.25,118.85,28,Low,3.33,Muddy,8.24,Impure
07:08.4,43.69,110.64,28,Low,3.4,Muddy,8.18,Impure
07:17.7,39.75,103.55,28,Low,3.49,Muddy,8.2,Impure
07:22.4,38.31,100.96,28,Low,3.44,Muddy,8.29,Impure
07:27.0,37.06,98.71,28,Low,3.28,Muddy,7.82,Impure
07:31.7,36,96.8,28,Low,3.44,Muddy,8.02,Impure
07:36.3,35.19,95.34,28,Low,3.32,Muddy,8.19,Impure
07:41.0,34.31,93.76,28,Low,3.43,Muddy,8.22,Impure
07:54.9,32.56,90.61,28,Low,3.4,Muddy,8.39,Impure
07:59.5,32.13,89.82,28,Low,3.32,Muddy,8.17,Impure
08:08.8,31.25,88.25,28,Low,3.47,Muddy,8.42,Impure
08:13.5,30.87,87.57,28,Low,3.49,Muddy,8.19,Impure
08:18.1,30.5,86.9,28,Low,3.24,Muddy,8.29,Impure
08:32.1,65.69,150.24,28,Low,3.25,Muddy,8.34,Impure
08:46.1,71.06,159.91,28,Low,3.43,Muddy,8.28,Impure
08:50.7,71.44,160.59,28,Low,3.32,Muddy,8.23,Impure
09:00.0,71.75,161.15,28,Low,3.4,Muddy,8.22,Impure
09:04.7,71.62,160.93,28,Low,3.31,Muddy,8.33,Impure
09:09.3,71.56,160.81,28,Low,3.43,Muddy,8.29,Impure
09:14.0,71.37,160.47,28,Low,3.35,Muddy,8.35,Impure
09:18.7,71.25,160.25,28,Low,3.48,Muddy,8.19,Impure
09:23.3,71.06,159.91,28,Low,3.45,Muddy,8.23,Impure
09:28.0,70.94,159.69,28,Low,3.43,Muddy,8.4,Impure
09:32.6,70.81,159.46,28,Low,3.35,Muddy,8.27,Impure
09:37.3,70.62,159.12,28,Low,3.37,Muddy,8.22,Impure
09:41.9,70.5,158.9,28,Low,3.47,Muddy,8.24,Impure
09:46.6,70.37,158.68,28,Low,3.48,Muddy,8.09,Impure
09:51.3,70.25,158.45,28,Low,3.27,Muddy,8.33,Impure
09:55.9,70.12,158.22,28,Low,3.32,Muddy,8.37,Impure
10:05.2,69.87,157.77,28,Low,3.36,Muddy,8.36,Impure
10:19.2,69.56,157.21,28,Low,3.39,Muddy,8.15,Impure
10:23.9,69.5,157.1,28,Low,3.44,Muddy,8.36,Impure
10:37.8,69.25,156.65,28,Low,3.3,Muddy,8.31,Impure
10:51.8,69.06,156.31,28,Low,3.48,Muddy,8.34,Impure
10:56.4,68.94,156.09,27,Low,3.49,Muddy,8.28,Impure
11:01.1,68.87,155.97,28,Low,3.28,Muddy,8.28,Impure
11:05.7,68.87,155.97,28,Low,3.36,Muddy,8.38,Impure
11:10.4,68.75,155.75,28,Low,3.31,Muddy,8.25,Impure
11:15.1,68.69,155.64,28,Low,3.45,Muddy,8.26,Impure
11:24.4,68.62,155.52,28,Low,3.33,Muddy,8.28,Impure
11:29.0,68.5,155.3,28,Low,3.4,Muddy,8.3,Impure
11:33.7,68.44,155.19,28,Low,3.32,Muddy,8.38,Impure
11:52.3,68.06,154.51,28,Low,3.32,Muddy,8.31,Impure
11:57.0,68,154.4,28,Low,3.44,Muddy,8.16,Impure
12:01.6,67.94,154.29,28,Low,3.46,Muddy,8.25,Impure
12:29.6,67.62,153.72,28,Low,3.43,Muddy,8.26,Impure
12:34.2,67.5,153.5,28,Low,3.34,Muddy,8.28,Impure
12:48.2,67.31,153.16,28,Low,3.33,Muddy,8.41,Impure
12:52.8,67.19,152.94,28,Low,3.45,Muddy,8.29,Impure
12:57.5,67.12,152.82,28,Low,3.4,Muddy,8.08,Impure
13:02.1,66.81,152.26,28,Low,3.48,Muddy,8.2,Impure
13:16.1,66.56,151.81,28,Low,3.32,Muddy,8.32,Impure
13:34.7,66.19,151.14,28,Low,3.37,Muddy,8.07,Impure
13:48.7,65.94,150.69,28,Low,3.43,Muddy,8.32,Impure
13:53.4,65.87,150.57,28,Low,3.4,Muddy,8.3,Impure
13:58.0,65.81,150.46,28,Low,3.43,Muddy,8.25,Impure
14:07.3,65.69,150.24,28,Low,3.43,Muddy,8.32,Impure
14:25.9,65.37,149.68,28,Low,3.47,Muddy,8.34,Impure
14:35.2,65.12,149.22,28,Low,3.38,Muddy,8.25,Impure
14:53.9,64.87,148.77,28,Low,3.49,Muddy,8.2,Impure
15:07.8,64.62,148.32,28,Low,3.4,Muddy,8.35,Impure
15:12.5,64.56,148.21,28,Low,3.46,Muddy,8.37,Impure
15:17.1,64.56,148.21,28,Low,3.42,Muddy,8.17,Impure
15:26.5,64.44,147.99,28,Low,0.96,Muddy,8.29,Impure
15:31.1,64.37,147.87,28,Low,0.5,Muddy,8.31,Impure
15:35.8,64.31,147.76,28,Low,0.37,Muddy,8.23,Impure
15:40.4,64.25,147.65,27,Low,0.16,Muddy,8.32,Impure
15:45.1,64.19,147.54,28,Low,0.39,Muddy,8.24,Impure
15:49.7,64.12,147.43,28,Low,0.43,Muddy,8.35,Impure
15:54.4,64,147.2,28,Low,0.32,Muddy,8.06,Impure
15:59.0,64,147.2,28,Low,0.45,Muddy,8.3,Impure
16:03.7,63.94,147.09,28,Low,0.72,Muddy,8.1,Impure
16:08.3,63.94,147.09,28,Low,1.05,Muddy,8.38,Impure
16:13.0,63.88,146.97,28,Low,1.76,Muddy,8.31,Impure
16:17.6,63.75,146.75,28,Low,2.07,Muddy,8,Impure
16:22.3,63.69,146.64,28,Low,2.43,Muddy,8.21,Impure
16:26.9,63.63,146.52,28,Low,2.11,Muddy,8.4,Impure
16:31.6,63.5,146.3,28,Low,2.34,Muddy,8.29,Impure
16:36.3,63.44,146.19,28,Low,2.47,Muddy,7.95,Impure
16:40.9,63.44,146.19,28,Low,2.64,Muddy,8.38,Impure
16:45.6,63.31,145.96,28,Low,2.55,Muddy,8.32,Impure
16:50.2,63.25,145.85,28,Low,2.46,Muddy,7.99,Impure
16:54.9,63.19,145.74,28,Low,2.46,Muddy,8.39,Impure
16:59.5,63.19,145.74,28,Low,2.62,Muddy,8.02,Impure
17:04.2,63.13,145.62,28,Low,2.57,Muddy,8.34,Impure
17:08.8,63,145.4,28,Low,2.71,Muddy,8.35,Impure
17:13.5,63,145.4,28,Low,2.86,Muddy,8.24,Impure
17:18.2,62.94,145.29,28,Low,2.85,Muddy,8.37,Impure
17:22.8,62.88,145.18,28,Low,2.8,Muddy,8.31,Impure
17:27.5,62.81,145.06,28,Low,2.88,Muddy,8.34,Impure
17:32.1,62.69,144.84,28,Low,2.81,Muddy,8.38,Impure
17:36.8,62.63,144.72,28,Low,2.89,Muddy,8.31,Impure
17:41.4,62.63,144.72,28,Low,2.63,Muddy,8.31,Impure
17:46.1,62.56,144.61,28,Low,2.84,Muddy,8.29,Impure
17:50.7,62.5,144.5,28,Low,2.6,Muddy,8.19,Impure
17:55.4,62.44,144.39,28,Low,2.63,Muddy,8.26,Impure
18:00.0,62.38,144.27,28,Low,2.65,Muddy,7.85,Impure
18:04.7,62.31,144.16,28,Low,2.66,Muddy,8.16,Impure
18:09.3,62.25,144.05,28,Low,2.88,Muddy,8.29,Impure
18:14.0,62.19,143.94,28,Low,2.66,Muddy,8.09,Impure
18:18.6,62.13,143.82,28,Low,2.74,Muddy,8.16,Impure
18:23.3,62.06,143.71,28,Low,2.66,Muddy,8.34,Impure
18:28.0,62,143.6,28,Low,2.7,Muddy,8.21,Impure
18:32.6,61.94,143.49,28,Low,2.83,Muddy,8.21,Impure
18:37.3,61.88,143.37,28,Low,2.89,Muddy,8.32,Impure
18:41.9,61.81,143.26,28,Low,2.81,Muddy,8.28,Impure
18:46.6,61.75,143.15,28,Low,2.81,Muddy,8.15,Impure
18:51.2,61.69,143.04,28,Low,2.69,Muddy,8.29,Impure
18:55.9,61.69,143.04,28,Low,2.93,Muddy,8.18,Impure
19:00.5,61.56,142.81,28,Low,2.86,Muddy,8.31,Impure
19:05.2,61.5,142.7,28,Low,2.97,Muddy,8.07,Impure
19:09.8,61.44,142.59,28,Low,2.84,Muddy,8.24,Impure
19:14.5,61.44,142.59,28,Low,2.85,Muddy,8.25,Impure
19:19.1,61.31,142.36,28,Low,2.91,Muddy,8.2,Impure
19:23.8,61.31,142.36,28,Low,2.85,Muddy,8.06,Impure
19:28.5,61.25,142.25,28,Low,2.86,Muddy,8.21,Impure
19:33.1,61.19,142.14,28,Low,2.74,Muddy,8.07,Impure
19:37.8,61.13,142.02,28,Low,2.99,Muddy,8.26,Impure
19:42.4,61.06,141.91,28,Low,2.94,Muddy,8.31,Impure
19:47.1,61,141.8,28,Low,3.01,Muddy,8.24,Impure
19:51.7,60.94,141.69,28,Low,2.77,Muddy,8.24,Impure
19:56.4,60.88,141.57,28,Low,2.78,Muddy,8.17,Impure
20:01.0,60.81,141.46,28,Low,2.85,Muddy,8.29,Impure
20:05.7,60.75,141.35,28,Low,3.02,Muddy,8.21,Impure
20:10.3,60.69,141.24,28,Low,3.08,Muddy,8.23,Impure
20:15.0,60.63,141.12,28,Low,2.96,Muddy,8.36,Impure
20:19.6,60.63,141.12,28,Low,2.91,Muddy,8.16,Impure
20:24.3,60.56,141.01,28,Low,2.89,Muddy,8.06,Impure
20:29.0,60.5,140.9,28,Low,3,Muddy,8.28,Impure
20:33.6,60.44,140.79,28,Low,3.09,Muddy,8.28,Impure
20:38.3,60.44,140.79,28,Low,3.16,Muddy,8.26,Impure
20:42.9,60.38,140.68,28,Low,3.09,Muddy,8.24,Impure
20:47.6,60.25,140.45,28,Low,2.85,Muddy,8.38,Impure
20:52.2,60.25,140.45,28,Low,2.88,Muddy,8.33,Impure
20:56.9,60.13,140.22,28,Low,3.09,Muddy,8.37,Impure
21:01.5,60.06,140.11,28,Low,2.89,Muddy,8.27,Impure
21:06.2,60,140,28,Low,3.11,Muddy,8.37,Impure
21:10.8,59.94,139.89,28,Low,3.06,Muddy,8.23,Impure
21:15.5,59.88,139.77,28,Low,3.2,Muddy,8.26,Impure
21:20.1,59.88,139.77,28,Low,3.08,Muddy,8.34,Impure
21:24.8,59.75,139.55,28,Low,3.23,Muddy,8.06,Impure
21:29.4,59.75,139.55,28,Low,3.05,Muddy,8.38,Impure
21:34.1,59.69,139.44,28,Low,3.14,Muddy,8.23,Impure
21:38.7,59.63,139.32,28,Low,3.08,Muddy,8.35,Impure
21:43.4,59.56,139.21,28,Low,3.04,Muddy,8.15,Impure
21:48.0,59.56,139.21,28,Low,3.12,Muddy,8.2,Impure
21:52.7,59.44,138.99,28,Low,2.95,Muddy,8.32,Impure
21:57.4,59.44,138.99,28,Low,3.09,Muddy,8.43,Impure
22:02.0,59.38,138.87,28,Low,2.94,Muddy,8.19,Impure
22:06.7,59.38,138.87,28,Low,3.23,Muddy,8.25,Impure
22:11.3,59.25,138.65,28,Low,3.16,Muddy,8.19,Impure
22:16.0,59.25,138.65,28,Low,3.13,Muddy,8.23,Impure
22:20.6,59.19,138.54,28,Low,2.9,Muddy,8.39,Impure
22:25.3,59.06,138.31,28,Low,3.09,Muddy,8.4,Impure
22:29.9,59.06,138.31,28,Low,3.13,Muddy,8.22,Impure
22:34.6,59,138.2,28,Low,2.97,Muddy,8.34,Impure
22:39.2,59,138.2,28,Low,3.22,Muddy,8.31,Impure
22:43.9,58.94,138.09,28,Low,2.87,Muddy,8.26,Impure
22:48.5,58.88,137.97,28,Low,2.95,Muddy,8.27,Impure
22:53.2,58.75,137.75,28,Low,2.93,Muddy,8.24,Impure
22:57.8,58.75,137.75,28,Low,3.13,Muddy,8.4,Impure
23:02.5,58.69,137.64,28,Low,3.14,Muddy,8.3,Impure
23:07.2,58.63,137.52,28,Low,3.03,Muddy,8.33,Impure
23:11.8,58.56,137.41,28,Low,2.86,Muddy,7.99,Impure
23:16.5,58.56,137.41,28,Low,3.1,Muddy,8.26,Impure
23:21.1,58.5,137.3,28,Low,2.89,Muddy,8.13,Impure
23:25.8,58.44,137.19,28,Low,2.92,Muddy,7.99,Impure
23:30.4,58.38,137.07,28,Low,3.09,Muddy,8.28,Impure
23:35.1,58.38,137.07,28,Low,2.9,Muddy,8.35,Impure
23:39.7,58.31,136.96,28,Low,3.15,Muddy,7.98,Impure
23:44.4,58.25,136.85,28,Low,2.93,Muddy,8.31,Impure
23:49.0,58.19,136.74,28,Low,3.12,Muddy,8.42,Impure
23:53.7,58.13,136.62,28,Low,2.91,Muddy,8.52,Impure
23:58.3,58.06,136.51,28,Low,2.9,Muddy,8.35,Impure
24:03.0,58,136.4,28,Low,2.98,Muddy,8.28,Impure
24:07.6,57.94,136.29,28,Low,3.16,Muddy,8.4,Impure
24:12.3,57.81,136.06,28,Low,3.1,Muddy,8.34,Impure
24:16.9,57.69,135.84,28,Low,2.93,Muddy,8.42,Impure
24:21.6,57.63,135.72,28,Low,3.04,Muddy,8.48,Impure
24:26.2,57.5,135.5,28,Low,2.91,Muddy,8.31,Impure
24:30.9,57.44,135.39,28,Low,3.22,Muddy,8.18,Impure
24:35.5,57.44,135.39,28,Low,3.18,Muddy,8.3,Impure
24:40.2,57.38,135.27,28,Low,3.22,Muddy,8.25,Impure
24:44.9,57.25,135.05,28,Low,3.03,Muddy,8.34,Impure
24:49.5,57.19,134.94,28,Low,3.24,Muddy,8.25,Impure
24:54.2,57.13,134.82,28,Low,3.16,Muddy,8.24,Impure
24:58.8,57.06,134.71,28,Low,3.16,Muddy,8.4,Impure
25:03.5,57,134.6,28,Low,3.06,Muddy,8.09,Impure
25:08.1,57,134.6,28,Low,3.16,Muddy,8.29,Impure
25:12.8,56.94,134.49,28,Low,3.23,Muddy,8.32,Impure
25:17.4,56.81,134.26,28,Low,3.21,Muddy,8.29,Impure
25:22.1,56.81,134.26,28,Low,2.94,Muddy,8.25,Impure
25:26.7,56.75,134.15,28,Low,3.13,Muddy,8.24,Impure
25:31.4,56.69,134.04,28,Low,3.24,Muddy,8.1,Impure
25:36.0,56.69,134.04,28,Low,3.27,Muddy,8.11,Impure
25:40.7,56.75,134.15,28,Low,3.25,Muddy,8.01,Impure
25:45.3,56.69,134.04,28,Low,2.97,Muddy,8.24,Impure
25:50.0,56.69,134.04,28,Low,3.13,Muddy,8.16,Impure
25:54.6,56.63,133.93,28,Low,2.99,Muddy,8.09,Impure
25:59.3,56.5,133.7,28,Low,3.07,Muddy,8.41,Impure
26:03.9,56.44,133.59,28,Low,3.04,Muddy,8.29,Impure
26:08.6,56.44,133.59,28,Low,3.02,Muddy,8.04,Impure
26:13.2,56.44,133.59,28,Low,2.98,Muddy,8.26,Impure
26:17.9,56.31,133.36,28,Low,3.01,Muddy,8.28,Impure
26:22.5,56.19,133.14,28,Low,2.97,Muddy,8.15,Impure
26:27.2,56.25,133.25,28,Low,3.13,Muddy,8.12,Impure
26:31.8,56.13,133.02,28,Low,3.14,Muddy,8.24,Impure
26:36.5,56.06,132.91,28,Low,3.27,Muddy,8.39,Impure
26:41.2,56,132.8,28,Low,3.25,Muddy,8.31,Impure
26:45.8,55.94,132.69,28,Low,3.13,Muddy,8.34,Impure
26:50.5,55.94,132.69,28,Low,3.07,Muddy,8.33,Impure
26:55.1,55.94,132.69,28,Low,3.29,Muddy,8.23,Impure
26:59.8,55.88,132.57,28,Low,2.97,Muddy,8.42,Impure
27:04.4,55.81,132.46,28,Low,3.2,Muddy,8.28,Impure
27:09.1,55.81,132.46,28,Low,3.27,Muddy,8.2,Impure
27:13.7,55.69,132.24,28,Low,3.29,Muddy,7.81,Impure
27:18.4,55.63,132.12,28,Low,3.15,Muddy,8.34,Impure
27:23.0,55.56,132.01,28,Low,3.16,Muddy,8.23,Impure
27:27.7,55.5,131.9,28,Low,2.96,Muddy,8.4,Impure
27:32.3,55.5,131.9,28,Low,3.22,Muddy,8.31,Impure
27:37.0,55.5,131.9,28,Low,3.01,Muddy,8.31,Impure
27:41.6,55.44,131.79,28,Low,3.14,Muddy,7.84,Impure
27:46.3,55.38,131.68,28,Low,3.07,Muddy,7.94,Impure
27:50.9,55.38,131.68,28,Low,2.95,Muddy,8.27,Impure
27:55.6,55.31,131.56,28,Low,3.2,Muddy,8.28,Impure
28:00.2,55.25,131.45,28,Low,3.13,Muddy,8.28,Impure
28:04.9,55.25,131.45,28,Low,3.16,Muddy,8.3,Impure
28:09.5,55.25,131.45,28,Low,3.27,Muddy,8.1,Impure
28:14.2,55.19,131.34,28,Low,3.28,Muddy,8.29,Impure
28:18.8,55.06,131.11,28,Low,3.16,Muddy,8.09,Impure
28:23.5,55,131,28,Low,3.17,Muddy,8.28,Impure
28:28.1,55,131,28,Low,3.1,Muddy,8.28,Impure
28:32.8,54.94,130.89,28,Low,2.98,Muddy,8.1,Impure
28:37.5,54.88,130.77,28,Low,3.02,Muddy,8.36,Impure
28:42.1,54.88,130.77,28,Low,3.09,Muddy,8.49,Impure
28:46.8,54.88,130.77,28,Low,3.12,Muddy,8.3,Impure
28:51.4,54.81,130.66,28,Low,3.18,Muddy,8.37,Impure
28:56.1,54.75,130.55,28,Low,3.15,Muddy,8.33,Impure
29:00.7,54.69,130.44,28,Low,2.97,Muddy,8.37,Impure
29:05.4,54.63,130.32,28,Low,3.22,Muddy,8.13,Impure
29:10.0,54.63,130.32,28,Low,3.21,Muddy,8.26,Impure
29:14.7,54.63,130.32,28,Low,3.24,Muddy,8.25,Impure
29:19.3,54.56,130.21,28,Low,3.11,Muddy,8.29,Impure
29:24.0,54.5,130.1,28,Low,3.08,Muddy,8.22,Impure
29:28.6,54.44,129.99,28,Low,3.28,Muddy,8.32,Impure
29:33.3,54.38,129.87,28,Low,3.21,Muddy,7.83,Impure
29:37.9,54.38,129.87,28,Low,2.98,Muddy,8.33,Impure
29:42.6,54.38,129.87,28,Low,3.08,Muddy,8.22,Impure
29:47.2,54.31,129.76,28,Low,3.21,Muddy,8.29,Impure
29:51.9,54.31,129.76,28,Low,2.98,Muddy,8.3,Impure
29:56.5,54.19,129.54,28,Low,3.12,Muddy,8.24,Impure
30:01.2,54.19,129.54,28,Low,3.03,Muddy,8.37,Impure
30:05.8,54.13,129.43,28,Low,3.24,Muddy,8.4,Impure
30:10.5,54.13,129.43,28,Low,2.96,Muddy,8.34,Impure
30:15.1,54.06,129.31,28,Low,2.99,Muddy,8.2,Impure
30:19.8,54,129.2,28,Low,3.24,Muddy,8.19,Impure
30:24.4,54,129.2,28,Low,3.24,Muddy,8.13,Impure
30:29.1,53.94,129.09,28,Low,3.18,Muddy,8.3,Impure
30:33.7,53.88,128.97,28,Low,2.94,Muddy,8.38,Impure
30:38.4,53.94,129.09,28,Low,3.19,Muddy,8.34,Impure
30:43.0,53.81,128.86,28,Low,2.95,Muddy,8.39,Impure
30:47.7,53.75,128.75,28,Low,2.97,Muddy,8.31,Impure
30:52.3,53.69,128.64,28,Low,2.96,Muddy,8.11,Impure
30:57.0,53.63,128.52,28,Low,3.23,Muddy,8.12,Impure
31:01.6,53.63,128.52,28,Low,3.24,Muddy,8.17,Impure
31:06.3,53.56,128.41,28,Low,3.02,Muddy,8.27,Impure
31:10.9,53.5,128.3,28,Low,3.05,Muddy,8.3,Impure
31:15.6,53.44,128.19,28,Low,3.05,Muddy,8.35,Impure
31:20.2,53.44,128.19,28,Low,3.16,Muddy,8.3,Impure
31:24.9,53.44,128.19,28,Low,3.11,Muddy,8.4,Impure
31:29.6,53.38,128.07,28,Low,3.18,Muddy,8.18,Impure
31:34.2,53.31,127.96,28,Low,2.93,Muddy,8.13,Impure
31:38.9,53.25,127.85,28,Low,3.24,Muddy,8.24,Impure
31:43.5,53.31,127.96,28,Low,3.19,Muddy,8.07,Impure
31:48.2,53.25,127.85,28,Low,2.91,Muddy,8.22,Impure
31:52.8,53.25,127.85,28,Low,3.11,Muddy,8.29,Impure
31:57.5,53.13,127.62,28,Low,2.95,Muddy,7.99,Impure
32:02.1,53.13,127.62,28,Low,2.95,Muddy,8.35,Impure
32:06.8,53.13,127.62,28,Low,3.22,Muddy,8.09,Impure
32:11.4,53.06,127.51,28,Low,3.16,Muddy,8.18,Impure
32:16.1,53.06,127.51,28,Low,2.96,Muddy,8.13,Impure
32:20.7,53,127.4,28,Low,3.16,Muddy,8.22,Impure
32:25.4,52.94,127.29,28,Low,3.1,Muddy,8.22,Impure
32:30.0,52.88,127.17,28,Low,3.05,Muddy,8.1,Impure
32:34.7,52.81,127.06,28,Low,3.09,Muddy,8.34,Impure
32:39.3,52.88,127.17,28,Low,3.29,Muddy,8.39,Impure
32:44.0,52.81,127.06,28,Low,3.02,Muddy,8.15,Impure
32:48.6,52.69,126.84,28,Low,3.33,Muddy,8.33,Impure
32:53.3,52.69,126.84,28,Low,3.13,Muddy,8,Impure
32:57.9,52.63,126.72,28,Low,3.2,Muddy,8.27,Impure
33:02.6,52.56,126.61,28,Low,2.91,Muddy,8.37,Impure
33:07.2,52.5,126.5,28,Low,3.17,Muddy,8.25,Impure
33:11.9,52.56,126.61,28,Low,3.12,Muddy,8.33,Impure
33:16.5,52.44,126.39,28,Low,3.12,Muddy,8.25,Impure
33:21.2,52.44,126.39,28,Low,3,Muddy,8.28,Impure
33:25.8,52.44,126.39,28,Low,3.05,Muddy,8.28,Impure
33:30.5,52.38,126.27,28,Low,3.01,Muddy,8.35,Impure
33:35.1,52.31,126.16,28,Low,3.22,Muddy,8.16,Impure
33:39.8,52.31,126.16,28,Low,3.17,Muddy,8.26,Impure
33:44.4,52.25,126.05,28,Low,3.12,Muddy,8.34,Impure
33:49.1,52.25,126.05,28,Low,3.22,Muddy,8.3,Impure
33:53.7,52.19,125.94,28,Low,2.96,Muddy,8.08,Impure
33:58.4,52.13,125.82,28,Low,3.12,Muddy,8.39,Impure
34:03.0,52.13,125.82,28,Low,3.24,Muddy,8.37,Impure
34:07.7,52.06,125.71,28,Low,3.09,Muddy,8.27,Impure
34:12.3,52.06,125.71,28,Low,3.28,Muddy,8.11,Impure
34:17.0,51.94,125.49,28,Low,3.2,Muddy,8.28,Impure
34:21.6,51.94,125.49,28,Low,3.3,Muddy,8.25,Impure
34:26.3,51.94,125.49,28,Low,3.2,Muddy,8.31,Impure
34:30.9,51.88,125.37,28,Low,3.09,Muddy,8.21,Impure
34:35.6,51.88,125.37,28,Low,3.08,Muddy,8.3,Impure
34:40.2,51.81,125.26,28,Low,3.23,Muddy,7.94,Impure
34:44.9,51.69,125.04,28,Low,3.23,Muddy,8.38,Impure
34:49.5,51.69,125.04,28,Low,3.03,Muddy,8.14,Impure
34:54.2,51.63,124.92,28,Low,2.95,Muddy,8.14,Impure
34:58.8,51.63,124.92,28,Low,3.17,Muddy,7.87,Impure
35:03.5,51.63,124.92,28,Low,3.04,Muddy,8.42,Impure
35:08.1,51.56,124.81,28,Low,3.1,Muddy,8.18,Impure
35:12.8,51.56,124.81,28,Low,3.2,Muddy,8.24,Impure
35:17.4,51.56,124.81,28,Low,3.25,Muddy,8.43,Impure
35:22.1,51.5,124.7,28,Low,3.3,Muddy,8.37,Impure
35:26.8,51.44,124.59,28,Low,2.95,Muddy,8.27,Impure
35:31.4,51.44,124.59,28,Low,3.17,Muddy,8.35,Impure
35:36.1,51.38,124.47,28,Low,2.97,Muddy,8.23,Impure
35:40.7,51.31,124.36,28,Low,2.93,Muddy,8.25,Impure
35:45.4,51.31,124.36,28,Low,2.94,Muddy,8.38,Impure
35:50.0,51.31,124.36,28,Low,3.24,Muddy,8.18,Impure
35:54.7,51.31,124.36,28,Low,3.01,Muddy,8.24,Impure
35:59.3,51.19,124.14,28,Low,3.2,Muddy,8.31,Impure
36:03.9,51.13,124.02,28,Low,3.11,Muddy,8.28,Impure
36:08.6,51.06,123.91,28,Low,3.24,Muddy,8.14,Impure
36:13.3,51.06,123.91,28,Low,2.98,Muddy,8.34,Impure
36:17.9,51,123.8,28,Low,3.1,Muddy,8.12,Impure
